,zip_code,y-2016,y-2015,y-2014,y-2013,y-2012,y-2011,y-2010,aggregate,Zip,City,State,Latitude,Longitude,Distance from Reactor,Reactor_lat,Reactor_lng,Reactor_city,Reactor_state,Reactor_name,Reactor_units
25047,72847,2678,2650,2457,2688,2485,2447,2850,18255,72847,London,AR,35.380528000000005,-93.28528,6.513935352158036,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25037,72835,737,725,720,759,908,755,923,5527,72835,Delaware,AR,35.299772999999995,-93.35469,10.35528182027179,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25045,72845,1244,1214,971,1186,1096,1222,1216,8149,72845,Knoxville,AR,35.376739,-93.35706,11.197992023741255,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25025,72801,19859,19233,19467,18252,17903,17849,18685,131248,72801,Russellville,AR,35.278428999999996,-93.13682,11.592383468610256,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25026,72802,21390,21052,21275,21872,21886,22082,20973,150530,72802,Russellville,AR,35.308848,-93.10909000000001,12.76870065339114,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25036,72834,11044,11200,11208,11140,11025,11028,10565,77210,72834,Dardanelle,AR,35.199221,-93.17973,15.875175160265119,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25048,72851,806,782,666,549,568,615,572,4558,72851,New Blaine,AR,35.289176,-93.44323,18.391734657859544,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25046,72846,4140,4192,4207,4052,4213,3962,3913,28679,72846,Lamar,AR,35.470638,-93.36041999999999,18.62893132302984,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25038,72837,7382,7957,7558,7752,8084,7527,7845,54105,72837,Dover,AR,35.460782,-93.10863,19.143933890104943,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25055,72858,3831,3612,3368,3296,3078,3089,3178,23452,72858,Pottsville,AR,35.228264,-93.03947,22.04490988020517,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25057,72863,1547,1443,1454,1515,1568,1788,1582,10897,72863,Scranton,AR,35.358493,-93.52793,25.657953586949475,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25033,72830,15356,15269,15330,15319,15308,14627,14896,106105,72830,Clarksville,AR,35.490105,-93.4851,27.908171331989834,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25029,72824,1600,1611,1568,1817,1902,1886,1876,12260,72824,Belleville,AR,35.108311,-93.42594,29.61224846015048,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25058,72865,1729,1809,2171,2051,1562,1603,1366,12291,72865,Subiaco,AR,35.306084000000006,-93.57336,29.733477220253214,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25028,72823,6155,6392,6459,6424,6365,6365,6765,44925,72823,Atkins,AR,35.261843,-92.90795,31.73810014057714,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25044,72843,2660,2678,2518,2399,2384,2165,2274,17078,72843,Hector,AR,35.517382,-92.95354,33.742295191977504,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25050,72853,1914,2082,1912,2007,1944,1762,2217,13838,72853,Ola,AR,35.014918,-93.25496,35.15355324592722,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25035,72833,4593,4421,4356,4297,4269,3999,4384,30319,72833,Danville,AR,35.044021,-93.4195,35.5476594441087,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25041,72840,2120,2081,2136,2062,2146,2255,2149,14949,72840,Hartman,AR,35.437519,-93.61675,35.55213784807354,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25040,72839,295,313,302,205,48,97,242,1502,72839,Hagarville,AR,35.651525,-93.29708000000001,35.94867563986737,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24653,72025,751,726,817,857,668,657,847,5323,72025,Casa,AR,35.043093,-93.00689,38.75399244077509,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25043,72842,1099,1161,1315,1252,1360,1515,1478,9180,72842,Havana,AR,35.111397,-93.58735,39.390851464574986,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25034,72832,1006,1000,1072,1031,1163,1216,923,7411,72832,Coal Hill,AR,35.435619,-93.67368,40.394738079795175,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25030,72826,58,46,59,69,38,34,47,351,72826,Blue Mountain,AR,35.161856,-93.65615,41.638978979163376,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25051,72854,780,753,744,681,628,576,703,4865,72854,Ozone,AR,35.686766,-93.42258000000001,42.65083562609704,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25052,72855,5660,5716,5803,5640,6091,6497,6314,41721,72855,Paris,AR,35.293281,-93.72139,43.24628203982877,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24632,72001,486,470,418,447,392,446,566,3225,72001,Adona,AR,35.058503,-92.88762,44.565147475623,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25056,72860,593,478,454,287,290,433,375,2910,72860,Rover,AR,34.949945,-93.40287,44.67754698915343,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24681,72063,1875,1743,1637,1597,1704,1781,1683,12020,72063,Hattieville,AR,35.320423,-92.7496,45.168759986726805,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24693,72080,410,567,749,1048,941,938,662,5315,72080,Jerusalem,AR,35.567694,-92.82755999999999,46.252443711916825,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25027,72821,2121,2198,2076,2109,1774,1853,2048,14179,72821,Altus,AR,35.44477,-93.74700000000001,47.06180738353327,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24710,72110,10835,10955,11913,11924,12132,12035,11498,81292,72110,Morrilton,AR,35.156490999999995,-92.75858000000001,48.43801076310839,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25049,72852,130,127,111,191,233,483,315,1590,72852,Oark,AR,35.689689,-93.55764,48.81509130456745,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24723,72125,871,818,894,952,1285,1159,905,6884,72125,Perry,AR,35.056424,-92.79432,51.24838166917613,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25032,72828,40,99,98,82,138,70,114,641,72828,Briggsville,AR,34.929705,-93.53009,51.51481213400466,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24744,72156,525,684,576,587,389,433,639,3833,72156,Solgohachia,AR,35.284619,-92.6754,52.153502163176256,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25054,72857,1441,1329,1584,1544,1437,1461,1430,10226,72857,Plainview,AR,34.865448,-93.33057,52.325400221904175,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24657,72030,631,758,688,676,723,609,705,4790,72030,Cleveland,AR,35.423473,-92.67942,52.50920708604824,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25079,72943,2276,2391,2359,2471,2392,2429,2646,16964,72943,Magazine,AR,35.184948999999996,-93.80443000000001,53.15402195246988,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24724,72126,3785,3889,3625,3696,3402,3478,3674,25549,72126,Perryville,AR,34.965699,-92.86841,53.26023249021395,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25053,72856,475,485,566,528,490,513,464,3521,72856,Pelsor,AR,35.794196,-93.04185,54.77879737281148,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24984,72686,48,127,139,173,270,265,182,1204,72686,Witts Springs,AR,35.747153999999995,-92.90985,55.45964732938963,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24946,72628,839,796,782,943,847,811,803,5821,72628,Deer,AR,35.839126,-93.27736999999999,56.596119236294385,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24737,72141,639,489,688,566,790,717,625,4514,72141,Scotland,AR,35.51921,-92.66488000000001,56.78148214235248,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25085,72949,8907,8946,9452,10084,10331,10238,10177,68135,72949,Ozark,AR,35.549469,-93.81819,57.17362217041021,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25087,72951,981,1115,1167,1314,1153,952,988,7670,72951,Ratcliff,AR,35.312315999999996,-93.8805,57.51538962733304,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24979,72679,49,36,42,16,47,49,48,287,72679,Tilly,AR,35.721896,-92.82678,57.78911677093063,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24687,72070,1796,1819,1997,1802,1957,2180,1813,13364,72070,Houston,AR,35.023369,-92.71047,59.58964812202771,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24725,72127,2591,2598,2140,2084,1852,2037,2149,15451,72127,Plumerville,AR,35.155206,-92.61975,60.25280466166669,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24655,72027,1440,1611,1535,1743,1710,1503,1417,10959,72027,Center Ridge,AR,35.365909,-92.57876,60.76524507651278,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25012,72752,356,282,429,372,348,307,293,2387,72752,Pettigrew,AR,35.824911,-93.56071,61.838303193067375,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24745,72157,1406,1257,1261,1191,1254,1483,1607,9459,72157,Springfield,AR,35.290158,-92.55715,62.79393499759972,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25068,72928,599,526,528,526,827,807,755,4568,72928,Branch,AR,35.297936,-93.94723,63.64559755773916,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24982,72683,327,294,295,248,121,131,211,1627,72683,Vendor,AR,35.906856,-93.13425,64.87210732086994,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25039,72838,48,133,107,158,163,279,115,1003,72838,Gravelly,AR,34.88007,-93.70593000000001,65.24800007093079,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24975,72670,128,122,91,131,117,129,99,817,72670,Ponca,AR,35.924868,-93.232298,66.08084966317222,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24708,72107,247,344,379,342,352,288,339,2291,72107,Menifee,AR,35.145915,-92.54648,66.89806672953874,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24645,72016,3234,3102,2933,3086,3203,2968,3268,21794,72016,Bigelow,AR,34.993579,-92.62183,68.1260403276151,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24972,72666,150,179,217,172,193,234,275,1420,72666,Parthenon,AR,35.955197999999996,-93.25985,69.45025521076315,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24966,72655,460,463,476,396,398,468,457,3118,72655,Mount Judea,AR,35.927363,-93.0179,69.50700820096897,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25031,72827,124,68,103,151,106,98,187,837,72827,Bluffton,AR,34.832089,-93.71110999999999,69.72553400589001,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24611,71949,2828,2752,2778,2605,2467,2155,1989,17574,71949,Jessieville,AR,34.727092999999996,-93.03315,69.93261214275002,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25042,72841,125,156,213,276,322,365,227,1684,72841,Harvey,AR,34.866017,-93.77678,70.68769655265116,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25016,72760,393,343,259,281,192,249,342,2059,72760,Saint Paul,AR,35.82635,-93.73715,70.72370777042305,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25067,72927,8875,9038,8995,8775,8937,8632,8701,61953,72927,Booneville,AR,35.105965999999995,-93.97531,70.73892707680699,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25071,72933,5441,5186,4843,4551,4486,4891,4999,34397,72933,Charleston,AR,35.312232,-94.0371,71.72041415396176,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24958,72641,2602,2657,2490,2636,2623,2683,2585,18276,72641,Jasper,AR,35.979619,-93.23783,72.16205748054355,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25069,72930,339,382,403,357,267,266,320,2334,72930,Cecil,AR,35.426502,-94.04509,73.14142071139743,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24615,71956,1910,1915,2074,2169,1599,1679,1882,13228,71956,Mountain Pine,AR,34.663502,-93.23591,74.24142512276853,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24757,72181,14,40,22,45,22,49,62,254,72181,Wooster,AR,35.163915,-92.45297,74.49497478934337,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24658,72031,7312,7146,6935,7336,7376,7691,7683,51479,72031,Clinton,AR,35.586064,-92.48355,74.77897748543461,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25083,72947,4613,4921,4979,5047,4800,4975,4433,33768,72947,Mulberry,AR,35.528853999999995,-94.05225,76.21698613848653,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25024,72776,599,705,603,720,613,586,574,4400,72776,Witter,AR,35.934678999999996,-93.64583,76.21806222804518,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24721,72122,886,783,926,881,976,986,927,6365,72122,Paron,AR,34.774077,-92.7549,76.45284361280582,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25006,72742,477,441,291,276,286,404,545,2720,72742,Kingston,AR,35.992385999999996,-93.47918,76.5064670327925,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24665,72039,2209,2297,2492,2402,2338,2304,2131,16173,72039,Damascus,AR,35.339128,-92.4036,76.54968124905537,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24626,71970,852,864,957,951,1062,1139,792,6617,71970,Story,AR,34.669401,-93.4857,76.72099833918418,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24995,72721,441,491,510,378,295,185,391,2691,72721,Combs,AR,35.829657,-93.8354,76.87234780178325,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24957,72640,185,277,288,363,512,615,385,2625,72640,Hasty,AR,36.000803999999995,-93.01818,77.33321473853312,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24660,72034,49957,48726,47533,45971,44598,43069,44723,324577,72034,Conway,AR,35.074616999999996,-92.444426,78.32974689489187,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24597,71909,14566,14876,15248,15043,14978,15489,15508,105708,71909,Hot Springs Village,AR,34.657742,-92.9811,78.70203128101525,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24947,72629,389,386,460,413,405,394,629,3076,72629,Dennard,AR,35.755793,-92.54556,79.15554446313334,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24659,72032,32818,32534,31963,31710,31455,30292,31436,222208,72032,Conway,AR,35.075466999999996,-92.43401,79.17792371688199,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24677,72058,16040,15983,16075,15923,15769,15676,15911,111377,72058,Greenbrier,AR,35.236993,-92.37573,79.8094555618129,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24625,71969,314,367,296,315,303,271,376,2242,71969,Sims,AR,34.679542,-93.61788,79.93614272366675,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24961,72645,2093,1802,1782,1506,1334,1283,1867,11667,72645,Leslie,AR,35.800025,-92.57585999999999,80.07536022656318,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24732,72135,2471,2604,2595,2528,2620,2923,2623,18364,72135,Roland,AR,34.880441999999995,-92.55142,80.73728839573599,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25073,72935,421,465,485,495,477,467,577,3387,72935,Dyer,AR,35.478787,-94.11998,80.82201438258981,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24642,72013,2220,2192,2048,1944,1903,2012,2197,14516,72013,Bee Branch,AR,35.452494,-92.36279,81.32347523257633,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24963,72650,4140,3953,4207,4361,4354,4528,4362,29905,72650,Marshall,AR,35.896883,-92.66479,82.07554534905437,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24954,72636,11,28,27,19,46,50,24,205,72636,Gilbert,AR,35.916744,-92.68140799999999,82.84181784230637,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
